first	0.2809561684848444	0.14581595702654912	24023.666666666668	835
last	0.28135607698407616	0.138987559726339	23876.761904761905	823
corresp	0.27063950511465684	0.13627358654937338	20537.557142857142	764
all	0.23335097730347693	0.12208917824501539	24035.24723228093	824
