first	0.2068073791790673	0.10835354479346916	27699.266666666674	56
last	0.22113330043143803	0.11609539093907871	27448.516666666652	52
corresp	0.19439869949353608	0.10194132817924	23997.161904761902	52
all	0.18076174667453876	0.0952184681115248	28374.038165675658	55
